word,category,cids
move back,Move back,7.2.2.2
back up,Move back,7.2.2.2
move backwards,Move back,7.2.2.2
move in reverse,Move back,7.2.2.2
move sideways,Move sideways,7.2.2.3
make room for,Move sideways,7.2.2.3
move aside,Move sideways,7.2.2.3
move out of the way,Move sideways,7.2.2.3
get out of the way,Move sideways,7.2.2.3
move over,Move sideways,7.2.2.3
budge,Move sideways,7.2.2.3
shift,Move sideways,7.2.2.3
move up,Move up,7.2.2.4
go up,Move up,7.2.2.4
arise,Move up,7.2.2.4
hop up,Move up,7.2.2.4
lift yourself up,Move up,7.2.2.4
pull yourself up,Move up,7.2.2.4
jump,Move up,7.2.2.4
surge,Move up,7.2.2.4
go higher,Move up,7.2.2.4
get higher,Move up,7.2.2.4
levitate,Move up,7.2.2.4
rise,Move up,7.2.2.4
ascend,Move up,7.2.2.4
gain height,Move up,7.2.2.4
fly up,Move up,7.2.2.4
soar,Move up,7.2.2.4
shoot up,Move up,7.2.2.4
climb,Move up,7.2.2.4
scale,Move up,7.2.2.4
clamber,Move up,7.2.2.4
shin up,Move up,7.2.2.4
shinny up,Move up,7.2.2.4
climb onto,Move up,7.2.2.4
get on,Move up,7.2.2.4
mount,Move up,7.2.2.4
embark,Move up,7.2.2.4
hop onto,Move up,7.2.2.4
jump onto,Move up,7.2.2.4
climb over,Move up,7.2.2.4
come up,Move up,7.2.2.4
rise,Move up,7.2.2.4
leave the ground,Move up,7.2.2.4
take off,Move up,7.2.2.4
lift off,Move up,7.2.2.4
blast-off,Move up,7.2.2.4
launch,Move up,7.2.2.4
rise (n),Move up,7.2.2.4
ascension,Move up,7.2.2.4
ascent,Move up,7.2.2.4
climber,Move up,7.2.2.4
mountaineer,Move up,7.2.2.4
mountain climber,Move up,7.2.2.4
rock-climber,Move up,7.2.2.4
climbing,Move up,7.2.2.4
mountaineering,Move up,7.2.2.4
go climbing,Move up,7.2.2.4
rock-climbing,Move up,7.2.2.4
fall,Fall,7.2.2.5.1
drop,Fall,7.2.2.5.1
fall on,Fall,7.2.2.5.1
fall off,Fall,7.2.2.5.1
take a fall,Fall,7.2.2.5.1
tumble,Fall,7.2.2.5.1
be thrown,Fall,7.2.2.5.1
plunge,Fall,7.2.2.5.1
plummet,Fall,7.2.2.5.1
fall down,Fall,7.2.2.5.1
fall over,Fall,7.2.2.5.1
have a fall,Fall,7.2.2.5.1
fall flat on your face,Fall,7.2.2.5.1
collapse,Fall,7.2.2.5.1
topple over,Fall,7.2.2.5.1
keel over,Fall,7.2.2.5.1
go head over heels,Fall,7.2.2.5.1
fall headlong,Fall,7.2.2.5.1
trip,Fall,7.2.2.5.1
slip,Fall,7.2.2.5.1
stumble,Fall,7.2.2.5.1
lose your balance,Fall,7.2.2.5.1
lose your footing,Fall,7.2.2.5.1
keep your balance,Fall,7.2.2.5.1
stay up,Fall,7.2.2.5.1
fall from,Fall,7.2.2.5.1
fall out,Fall,7.2.2.5.1
come off,Fall,7.2.2.5.1
fall (n),Fall,7.2.2.5.1
avalanche,Fall,7.2.2.5.1
sink slowly,Fall,7.2.2.5.1
float down,Fall,7.2.2.5.1
drift down,Fall,7.2.2.5.1
settle,Fall,7.2.2.5.1
fall,Fall,7.2.2.5.1
drop,Fall,7.2.2.5.1
come down,Fall,7.2.2.5.1
parachute,Fall,7.2.2.5.1
drop,Fall,7.2.2.5.1
fall over,Fall,7.2.2.5.1
topple over,Fall,7.2.2.5.1
tip over,Fall,7.2.2.5.1
fall down,Fall,7.2.2.5.1
collapse,Fall,7.2.2.5.1
fall in,Fall,7.2.2.5.1
cave in,Fall,7.2.2.5.1
knock down,Fall,7.2.2.5.1
push over,Fall,7.2.2.5.1
trip,Fall,7.2.2.5.1
knock someone to the ground,Fall,7.2.2.5.1
bring down,Fall,7.2.2.5.1
knock over,Fall,7.2.2.5.1
upset,Fall,7.2.2.5.1
tip over,Fall,7.2.2.5.1
overturn,Fall,7.2.2.5.1
cascade,Fall,7.2.2.5.1
cataract,Fall,7.2.2.5.1
pour,Fall,7.2.2.5.1
precipitate,Fall,7.2.2.5.1
shower,Fall,7.2.2.5.1
sink,Fall,7.2.2.5.1
fall overboard,Fall,7.2.2.5.1
plunge into,Fall,7.2.2.5.1
fall into,Fall,7.2.2.5.1
plop,Fall,7.2.2.5.1
plunk,Fall,7.2.2.5.1
gravity,Fall,7.2.2.5.1
hold up,Fall,7.2.2.5.1
prop up,Fall,7.2.2.5.1
brace,Fall,7.2.2.5.1
move down,Move down,7.2.2.5
go down,Move down,7.2.2.5
lower oneself,Move down,7.2.2.5
climb down,Move down,7.2.2.5
jump down,Move down,7.2.2.5
descend,Move down,7.2.2.5
descent,Move down,7.2.2.5
turn,Turn,7.2.2.6
change direction/course,Turn,7.2.2.6
deviate,Turn,7.2.2.6
go off at an angle,Turn,7.2.2.6
swerve,Turn,7.2.2.6
turn around,Turn,7.2.2.6
reverse direction,Turn,7.2.2.6
retreat,Turn,7.2.2.6
go back,Turn,7.2.2.6
retire to the rear,Turn,7.2.2.6
move in a circle,Move in a circle,7.2.2.7
curve,Move in a circle,7.2.2.7
circulate,Move in a circle,7.2.2.7
turn around,Move in a circle,7.2.2.7
swing,Move in a circle,7.2.2.7
cycle,Move in a circle,7.2.2.7
move around,Move in a circle,7.2.2.7
surround,Move in a circle,7.2.2.7
encircle,Move in a circle,7.2.2.7
revolve,Move in a circle,7.2.2.7
swivel,Move in a circle,7.2.2.7
pivot,Move in a circle,7.2.2.7
rotate,Move in a circle,7.2.2.7
spin,Move in a circle,7.2.2.7
wheel,Move in a circle,7.2.2.7
twirl,Move in a circle,7.2.2.7
whirl,Move in a circle,7.2.2.7
gyrate,Move in a circle,7.2.2.7
roll,Move in a circle,7.2.2.7
gyrate,Move in a circle,7.2.2.7
revolve,Move in a circle,7.2.2.7
swivel,Move in a circle,7.2.2.7
roll,Move in a circle,7.2.2.7
turn,Move in a circle,7.2.2.7
rotate,Move in a circle,7.2.2.7
spin,Move in a circle,7.2.2.7
move back and forth,Move back and forth,7.2.2.8
rock,Move back and forth,7.2.2.8
rock back and forth,Move back and forth,7.2.2.8
wave,Move back and forth,7.2.2.8
swing,Move back and forth,7.2.2.8
flutter,Move back and forth,7.2.2.8
shake,Move back and forth,7.2.2.8
quiver,Move back and forth,7.2.2.8
tremble,Move back and forth,7.2.2.8
shake,Move back and forth,7.2.2.8
shiver,Move back and forth,7.2.2.8
wiggle,Move back and forth,7.2.2.8
wriggle,Move back and forth,7.2.2.8
squirm,Move back and forth,7.2.2.8
writhe,Move back and forth,7.2.2.8
go straight,Move straight without turning,7.2.2.9
in a straight line,Move straight without turning,7.2.2.9
direct,Move straight without turning,7.2.2.9
as the crow flies,Move straight without turning,7.2.2.9
head (in a direction),Move in a direction,7.2.2
go (in a direction),Move in a direction,7.2.2
direction,Move in a direction,7.2.2
heading,Move in a direction,7.2.2
way,Move in a direction,7.2.2
course,Move in a direction,7.2.2
move from/away/away from,Move away,7.2.3.1
go away,Move away,7.2.3.1
get away,Move away,7.2.3.1
retreat,Move away,7.2.3.1
back off,Move away,7.2.3.1
run away,Move away,7.2.3.1
come from,Move away,7.2.3.1
come,Come,7.2.3.2.1
come here,Come,7.2.3.2.1
go (away),Go,7.2.3.2
leave here/this place,Go,7.2.3.2
get out of here,Go,7.2.3.2
arrive,Arrive,7.2.3.3.1
arrival,Arrive,7.2.3.3.1
reach,Arrive,7.2.3.3.1
get to,Arrive,7.2.3.3.1
come to,Arrive,7.2.3.3.1
attain,Arrive,7.2.3.3.1
land,Arrive,7.2.3.3.1
landing,Arrive,7.2.3.3.1
advent,Arrive,7.2.3.3.1
leave,Leave,7.2.3.3
depart,Leave,7.2.3.3
departure,Leave,7.2.3.3
go away,Leave,7.2.3.3
withdraw,Leave,7.2.3.3
take your leave,Leave,7.2.3.3
scram,Leave,7.2.3.3
skedaddle,Leave,7.2.3.3
beat it,Leave,7.2.3.3
set out,Leave,7.2.3.3
hit the road,Leave,7.2.3.3
quit (a place),Leave,7.2.3.3
absent yourself,Leave,7.2.3.3
slip away,Leave,7.2.3.3
vacate,Leave,7.2.3.3
make yourself scarce,Leave,7.2.3.3
move out,Move out,7.2.3.4.1
go out,Move out,7.2.3.4.1
come out,Move out,7.2.3.4.1
get out,Move out,7.2.3.4.1
emerge,Move out,7.2.3.4.1
exit,Move out,7.2.3.4.1
exodus,Move out,7.2.3.4.1
issue,Move out,7.2.3.4.1
leave,Move out,7.2.3.4.1
exit,Move out,7.2.3.4.1
outlet,Move out,7.2.3.4.1
vent,Move out,7.2.3.4.1
mouth,Move out,7.2.3.4.1
opening,Move out,7.2.3.4.1
way out,Move out,7.2.3.4.1
move in,Move in,7.2.3.4
go in,Move in,7.2.3.4
go into,Move in,7.2.3.4
enter,Move in,7.2.3.4
move inwards,Move in,7.2.3.4
move past,"Move past, over, through",7.2.3.5
move by,"Move past, over, through",7.2.3.5
bypass,"Move past, over, through",7.2.3.5
go around,"Move past, over, through",7.2.3.5
go by,"Move past, over, through",7.2.3.5
stop by,"Move past, over, through",7.2.3.5
zoom by,"Move past, over, through",7.2.3.5
zip by,"Move past, over, through",7.2.3.5
pass,"Move past, over, through",7.2.3.5
come up with,"Move past, over, through",7.2.3.5
catch up with,"Move past, over, through",7.2.3.5
overtake,"Move past, over, through",7.2.3.5
move over,"Move past, over, through",7.2.3.5
walk over,"Move past, over, through",7.2.3.5
run over,"Move past, over, through",7.2.3.5
overrun,"Move past, over, through",7.2.3.5
pass through,"Move past, over, through",7.2.3.5
move across,"Move past, over, through",7.2.3.5
go across,"Move past, over, through",7.2.3.5
cross,"Move past, over, through",7.2.3.5
go to the other side,"Move past, over, through",7.2.3.5
return,Return,7.2.3.6
come back,Return,7.2.3.6
move back,Return,7.2.3.6
move toward,Move toward something,7.2.3
go toward,Move toward something,7.2.3
head toward,Move toward something,7.2.3
go in the (general) direction of,Move toward something,7.2.3
approach,Move toward something,7.2.3
move near,Move toward something,7.2.3
come near,Move toward something,7.2.3
move in on,Move toward something,7.2.3
converge,Move toward something,7.2.3
be on a collision course,Move toward something,7.2.3
destination,Move toward something,7.2.3
goal,Move toward something,7.2.3
vehicle,Vehicle,7.2.4.1.1
car,Vehicle,7.2.4.1.1
auto,Vehicle,7.2.4.1.1
truck,Vehicle,7.2.4.1.1
motorcycle,Vehicle,7.2.4.1.1
bicycle,Vehicle,7.2.4.1.1
cycle,Vehicle,7.2.4.1.1
bus,Vehicle,7.2.4.1.1
taxi,Vehicle,7.2.4.1.1
tricycle,Vehicle,7.2.4.1.1
scooter,Vehicle,7.2.4.1.1
skateboard,Vehicle,7.2.4.1.1
roller-skates,Vehicle,7.2.4.1.1
roller blades,Vehicle,7.2.4.1.1
ice-skates,Vehicle,7.2.4.1.1
wagon,Vehicle,7.2.4.1.1
cart,Vehicle,7.2.4.1.1
chariot,Vehicle,7.2.4.1.1
carriage,Vehicle,7.2.4.1.1
drive,Vehicle,7.2.4.1.1
cycle,Vehicle,7.2.4.1.1
pedal,Vehicle,7.2.4.1.1
ride,Vehicle,7.2.4.1.1
chassis,Vehicle,7.2.4.1.1
body,Vehicle,7.2.4.1.1
engine,Vehicle,7.2.4.1.1
brake,Vehicle,7.2.4.1.1
gas pedal,Vehicle,7.2.4.1.1
brakes,Vehicle,7.2.4.1.1
gear,Vehicle,7.2.4.1.1
steering wheel,Vehicle,7.2.4.1.1
windshield,Vehicle,7.2.4.1.1
windshield wiper,Vehicle,7.2.4.1.1
horn,Vehicle,7.2.4.1.1
handle bars,Vehicle,7.2.4.1.1
kick stand,Vehicle,7.2.4.1.1
bike bell,Vehicle,7.2.4.1.1
tire pump,Vehicle,7.2.4.1.1
wheel,Vehicle,7.2.4.1.1
tire,Vehicle,7.2.4.1.1
rim,Vehicle,7.2.4.1.1
spokes,Vehicle,7.2.4.1.1
hub,Vehicle,7.2.4.1.1
axle,Vehicle,7.2.4.1.1
railroad,Railroad,7.2.4.1.2
railway,Railroad,7.2.4.1.2
station,Railroad,7.2.4.1.2
train,Railroad,7.2.4.1.2
railroad car,Railroad,7.2.4.1.2
engine,Railroad,7.2.4.1.2
caboose,Railroad,7.2.4.1.2
freight train,Railroad,7.2.4.1.2
passenger train,Railroad,7.2.4.1.2
locomotive,Railroad,7.2.4.1.2
freight car,Railroad,7.2.4.1.2
trolley,Railroad,7.2.4.1.2
streetcar,Railroad,7.2.4.1.2
tracks,Railroad,7.2.4.1.2
railroad tracks,Railroad,7.2.4.1.2
rail,Railroad,7.2.4.1.2
tie,Railroad,7.2.4.1.2
bed,Railroad,7.2.4.1.2
ride,Railroad,7.2.4.1.2
ride the rails,Railroad,7.2.4.1.2
go on the train,Railroad,7.2.4.1.2
engineer,Railroad,7.2.4.1.2
conductor,Railroad,7.2.4.1.2
station master,Railroad,7.2.4.1.2
travel overland,Travel by land,7.2.4.1
overland,Travel by land,7.2.4.1
start,Travel by land,7.2.4.1
accelerate,Travel by land,7.2.4.1
pull out,Travel by land,7.2.4.1
stop,Travel by land,7.2.4.1
brake,Travel by land,7.2.4.1
park,Travel by land,7.2.4.1
ship,Boat,7.2.4.2.1
boat,Boat,7.2.4.2.1
canoe,Boat,7.2.4.2.1
raft,Boat,7.2.4.2.1
life raft,Boat,7.2.4.2.1
lifeboat,Boat,7.2.4.2.1
ship's boat,Boat,7.2.4.2.1
surfboard,Boat,7.2.4.2.1
submarine,Boat,7.2.4.2.1
bow,Boat,7.2.4.2.1
stern,Boat,7.2.4.2.1
starboard,Boat,7.2.4.2.1
port,Boat,7.2.4.2.1
deck,Boat,7.2.4.2.1
gunwale,Boat,7.2.4.2.1
below decks,Boat,7.2.4.2.1
mast,Boat,7.2.4.2.1
spar,Boat,7.2.4.2.1
crow's nest,Boat,7.2.4.2.1
figurehead,Boat,7.2.4.2.1
rudder,Boat,7.2.4.2.1
helm,Boat,7.2.4.2.1
superstructure,Boat,7.2.4.2.1
oar,Boat,7.2.4.2.1
paddle,Boat,7.2.4.2.1
sail,Boat,7.2.4.2.1
rigging,Boat,7.2.4.2.1
plank,Boat,7.2.4.2.1
compass,Boat,7.2.4.2.1
signal flag,Boat,7.2.4.2.1
row,Boat,7.2.4.2.1
paddle,Boat,7.2.4.2.1
sail,Boat,7.2.4.2.1
push a boat with a pole,Boat,7.2.4.2.1
pole a boat,Boat,7.2.4.2.1
bale out water,Boat,7.2.4.2.1
sailor,Boat,7.2.4.2.1
captain,Boat,7.2.4.2.1
swim,Swim,7.2.4.2.2
dog paddle,Swim,7.2.4.2.2
stroke,Swim,7.2.4.2.2
kick,Swim,7.2.4.2.2
breaststroke,Swim,7.2.4.2.2
freestyle,Swim,7.2.4.2.2
backstroke,Swim,7.2.4.2.2
swim underwater,Swim,7.2.4.2.2
tread water,Swim,7.2.4.2.2
wade,Swim,7.2.4.2.2
dive,Dive,7.2.4.2.3
plunge,Dive,7.2.4.2.3
belly flop,Dive,7.2.4.2.3
jump in,Dive,7.2.4.2.3
sink,Dive,7.2.4.2.3
go down,Dive,7.2.4.2.3
go under,Dive,7.2.4.2.3
submerge,Dive,7.2.4.2.3
run submerged,Dive,7.2.4.2.3
swim underwater,Dive,7.2.4.2.3
rise to the surface,Dive,7.2.4.2.3
surface (v),Dive,7.2.4.2.3
float to the surface,Dive,7.2.4.2.3
drown,Dive,7.2.4.2.3
sail,Travel by water,7.2.4.2
ship (v),Travel by water,7.2.4.2
cross (the river,Travel by water,7.2.4.2
lake),Travel by water,7.2.4.2
embark,Travel by water,7.2.4.2
set sail,Travel by water,7.2.4.2
sail off,Travel by water,7.2.4.2
land,Travel by water,7.2.4.2
make land,Travel by water,7.2.4.2
landfall,Travel by water,7.2.4.2
disembark,Travel by water,7.2.4.2
run aground,Travel by water,7.2.4.2
shipwreck,Travel by water,7.2.4.2
maroon,Travel by water,7.2.4.2
waterway,Travel by water,7.2.4.2
sea-lane,Travel by water,7.2.4.2
harbor,Travel by water,7.2.4.2
port,Travel by water,7.2.4.2
landing,Travel by water,7.2.4.2
dock,Travel by water,7.2.4.2
wharf,Travel by water,7.2.4.2
water break,Travel by water,7.2.4.2
travel by air,Fly,7.2.4.3
fly,Fly,7.2.4.3
aviation,Fly,7.2.4.3
airplane,Fly,7.2.4.3
plane,Fly,7.2.4.3
aircraft,Fly,7.2.4.3
balloon,Fly,7.2.4.3
glider,Fly,7.2.4.3
kite,Fly,7.2.4.3
pilot,Fly,7.2.4.3
airport,Fly,7.2.4.3
runway,Fly,7.2.4.3
airstrip,Fly,7.2.4.3
landing field,Fly,7.2.4.3
space travel,Travel in space,7.2.4.4
voyage,Travel in space,7.2.4.4
orbit,Travel in space,7.2.4.4
spacecraft,Travel in space,7.2.4.4
spaceship,Travel in space,7.2.4.4
rocket,Travel in space,7.2.4.4
space shuttle,Travel in space,7.2.4.4
space station,Travel in space,7.2.4.4
satellite,Travel in space,7.2.4.4
flying saucer,Travel in space,7.2.4.4
astronaut,Travel in space,7.2.4.4
cosmonaut,Travel in space,7.2.4.4
spaceman,Travel in space,7.2.4.4
lift off,Travel in space,7.2.4.4
lift-off,Travel in space,7.2.4.4
blast off,Travel in space,7.2.4.4
launch,Travel in space,7.2.4.4
launch pad,Travel in space,7.2.4.4
countdown,Travel in space,7.2.4.4
mission control,Travel in space,7.2.4.4
land,Travel in space,7.2.4.4
reenter,Travel in space,7.2.4.4
reentry,Travel in space,7.2.4.4
move,Move to a new house,7.2.4.5
move in,Move to a new house,7.2.4.5
housewarming,Move to a new house,7.2.4.5
leave,Move to a new house,7.2.4.5
move out,Move to a new house,7.2.4.5
leave home,Move to a new house,7.2.4.5
run away,Move to a new house,7.2.4.5
vacate,Move to a new house,7.2.4.5
emigrate,Move to a new house,7.2.4.5
immigrate,Move to a new house,7.2.4.5
migrate,Move to a new house,7.2.4.5
way,"Way, route",7.2.4.6
how to get,"Way, route",7.2.4.6
route,"Way, route",7.2.4.6
directions,"Way, route",7.2.4.6
shortcut,"Way, route",7.2.4.6
tell someone the way,"Way, route",7.2.4.6
give someone directions,"Way, route",7.2.4.6
show someone the way,"Way, route",7.2.4.6
direct,"Way, route",7.2.4.6
ask someone the way,"Way, route",7.2.4.6
ask for directions,"Way, route",7.2.4.6
find your way,"Way, route",7.2.4.6
navigate,"Way, route",7.2.4.6
can you tell me the way to,"Way, route",7.2.4.6
do you know the way to,"Way, route",7.2.4.6
how do I get to,"Way, route",7.2.4.6
can you direct me to,"Way, route",7.2.4.6
is this the way to,"Way, route",7.2.4.6
be lost,Lose your way,7.2.4.7
not know where you are,Lose your way,7.2.4.7
get lost,Lose your way,7.2.4.7
lose your way,Lose your way,7.2.4.7
map,Map,7.2.4.8
chart,Map,7.2.4.8
atlas,Map,7.2.4.8
road map,Map,7.2.4.8
street map,Map,7.2.4.8
contour map,Map,7.2.4.8
geographical map,Map,7.2.4.8
political map,Map,7.2.4.8
globe,Map,7.2.4.8
draw,Map,7.2.4.8
read a map,Map,7.2.4.8
look for something on the map,Map,7.2.4.8
find something on the map,Map,7.2.4.8
trace a route,Map,7.2.4.8
symbol,Map,7.2.4.8
legend,Map,7.2.4.8
contour line,Map,7.2.4.8
longitude line,Map,7.2.4.8
latitude line,Map,7.2.4.8
parallel,Map,7.2.4.8
scale,Map,7.2.4.8
large scale,Map,7.2.4.8
small scale,Map,7.2.4.8
projection,Map,7.2.4.8
compass,Map,7.2.4.8
sextant,Map,7.2.4.8
go on a journey,Travel,7.2.4
journey,Travel,7.2.4
trip,Travel,7.2.4
passage,Travel,7.2.4
tour,Travel,7.2.4
travel,Travel,7.2.4
move from place to place,Travel,7.2.4
move around,Travel,7.2.4
voyage,Travel,7.2.4
circulate,Travel,7.2.4
go on a circuit,Travel,7.2.4
circumnavigate,Travel,7.2.4
explore,Travel,7.2.4
move away,Travel,7.2.4
leave forever,Travel,7.2.4
emigrate,Travel,7.2.4
immigrate,Travel,7.2.4
go abroad,Travel,7.2.4
go overseas,Travel,7.2.4
traveler,Travel,7.2.4
passenger,Travel,7.2.4
tourist,Travel,7.2.4
well traveled,Travel,7.2.4
cosmopolitan,Travel,7.2.4
hotel,Travel,7.2.4
motel,Travel,7.2.4
inn,Travel,7.2.4
campground,Travel,7.2.4
restaurant,Travel,7.2.4
go first,Go first,7.2.5.1
come first,Go first,7.2.5.1
precede,Go first,7.2.5.1
lead,Go first,7.2.5.1
lead the way,Go first,7.2.5.1
blaze a trail,Go first,7.2.5.1
be in the van,Go first,7.2.5.1
forerun,Go first,7.2.5.1
leader,Go first,7.2.5.1
van,Go first,7.2.5.1
vanguard,Go first,7.2.5.1
follow,Follow,7.2.5.2
follow someone around,Follow,7.2.5.2
tag along,Follow,7.2.5.2
follow on,Follow,7.2.5.2
come behind,Follow,7.2.5.2
come after,Follow,7.2.5.2
go last,Follow,7.2.5.2
be on someone's tail,Follow,7.2.5.2
be on someone's heels,Follow,7.2.5.2
tailgate,Follow,7.2.5.2
be right behind,Follow,7.2.5.2
follow at a distance,Follow,7.2.5.2
keep up,Follow,7.2.5.2
keep pace,Follow,7.2.5.2
stay up with,Follow,7.2.5.2
pull ahead,Follow,7.2.5.2
gain on,Follow,7.2.5.2
lag behind,Follow,7.2.5.2
fall behind,Follow,7.2.5.2
straggle,Follow,7.2.5.2
catch up with,Follow,7.2.5.2
overtake,Follow,7.2.5.2
guide,Guide,7.2.5.3
lead,Guide,7.2.5.3
show,Guide,7.2.5.3
usher,Guide,7.2.5.3
shepherd,Guide,7.2.5.3
take the lead,Guide,7.2.5.3
lead on,Guide,7.2.5.3
lead the way,Guide,7.2.5.3
show the way,Guide,7.2.5.3
show someone to a place,Guide,7.2.5.3
blaze a trail,Guide,7.2.5.3
conduct,Guide,7.2.5.3
escort,Guide,7.2.5.3
precede,Guide,7.2.5.3
go before,Guide,7.2.5.3
marshal,Guide,7.2.5.3
guide,Guide,7.2.5.3
leader,Guide,7.2.5.3
pilot,Guide,7.2.5.3
point man,Guide,7.2.5.3
usher,Guide,7.2.5.3
go together,Move together,7.2.5.4
crowd,Move together,7.2.5.4
flock,Move together,7.2.5.4
flood,Move together,7.2.5.4
hail,Move together,7.2.5.4
parade,Move together,7.2.5.4
pelt,Move together,7.2.5.4
pour,Move together,7.2.5.4
rain,Move together,7.2.5.4
roll,Move together,7.2.5.4
shower,Move together,7.2.5.4
stream,Move together,7.2.5.4
swarm,Move together,7.2.5.4
teem,Move together,7.2.5.4
throng,Move together,7.2.5.4
troop,Move together,7.2.5.4
go with,Accompany,7.2.5
come with,Accompany,7.2.5
come along,Accompany,7.2.5
accompany,Accompany,7.2.5
escort (v),Accompany,7.2.5
travel with,Accompany,7.2.5
journey together,Accompany,7.2.5
companion,Accompany,7.2.5
traveling companion,Accompany,7.2.5
fellow travelers/passengers,Accompany,7.2.5
escort (n),Accompany,7.2.5
tour group,Accompany,7.2.5
arm in arm,Accompany,7.2.5
side by side,Accompany,7.2.5
in step with,Accompany,7.2.5
out of step with,Accompany,7.2.5
single file,Accompany,7.2.5
convoy,Accompany,7.2.5
catch,"Catch, capture",7.2.6.1
catch up with,"Catch, capture",7.2.6.1
capture,"Catch, capture",7.2.6.1
get,"Catch, capture",7.2.6.1
corner,"Catch, capture",7.2.6.1
hunt down,"Catch, capture",7.2.6.1
nab,"Catch, capture",7.2.6.1
seize,"Catch, capture",7.2.6.1
seizure,"Catch, capture",7.2.6.1
trap,"Catch, capture",7.2.6.1
capture,"Catch, capture",7.2.6.1
round up,"Catch, capture",7.2.6.1
take someone prisoner,"Catch, capture",7.2.6.1
recapture,"Catch, capture",7.2.6.1
arrest,"Catch, capture",7.2.6.1
get,"Catch, capture",7.2.6.1
take someone into custody,"Catch, capture",7.2.6.1
apprehend,"Catch, capture",7.2.6.1
detain,"Catch, capture",7.2.6.1
catch,"Catch, capture",7.2.6.1
trap,"Catch, capture",7.2.6.1
snare,"Catch, capture",7.2.6.1
capture,"Catch, capture",7.2.6.1
round up,"Catch, capture",7.2.6.1
prevent,Prevent from moving,7.2.6.2
immobilize,Prevent from moving,7.2.6.2
keep,Prevent from moving,7.2.6.2
restrain,Prevent from moving,7.2.6.2
control,Prevent from moving,7.2.6.2
quarantine,Prevent from moving,7.2.6.2
restrict,Prevent from moving,7.2.6.2
hold,Prevent from moving,7.2.6.2
hold down,Prevent from moving,7.2.6.2
restrain,Prevent from moving,7.2.6.2
pin someone down,Prevent from moving,7.2.6.2
seize,Prevent from moving,7.2.6.2
handcuff,Prevent from moving,7.2.6.2
shackle,Prevent from moving,7.2.6.2
tie up,Prevent from moving,7.2.6.2
bind,Prevent from moving,7.2.6.2
binding,Prevent from moving,7.2.6.2
lock up,Prevent from moving,7.2.6.2
cage,Prevent from moving,7.2.6.2
confine,Prevent from moving,7.2.6.2
contain,Prevent from moving,7.2.6.2
corral,Prevent from moving,7.2.6.2
shut up,Prevent from moving,7.2.6.2
trap,Prevent from moving,7.2.6.2
block,Prevent from moving,7.2.6.2
check,Prevent from moving,7.2.6.2
hem in,Prevent from moving,7.2.6.2
blockade,Prevent from moving,7.2.6.2
get in the way,Prevent from moving,7.2.6.2
handcuffs,Prevent from moving,7.2.6.2
shackles,Prevent from moving,7.2.6.2
restraint,Prevent from moving,7.2.6.2
cage,Prevent from moving,7.2.6.2
restraint,Prevent from moving,7.2.6.2
be under restraint,Prevent from moving,7.2.6.2
bound,Prevent from moving,7.2.6.2
captive,Prevent from moving,7.2.6.2
in confinement,Prevent from moving,7.2.6.2
held,Prevent from moving,7.2.6.2
limited,Prevent from moving,7.2.6.2
restricted,Prevent from moving,7.2.6.2
escape,Escape,7.2.6.3
get out,Escape,7.2.6.3
flee,Escape,7.2.6.3
make your escape,Escape,7.2.6.3
get away,Escape,7.2.6.3
get clear,Escape,7.2.6.3
abandon ship,Escape,7.2.6.3
bail out,Escape,7.2.6.3
evacuate,Escape,7.2.6.3
fly the coop,Escape,7.2.6.3
get free,Escape,7.2.6.3
get loose,Escape,7.2.6.3
run away,Escape,7.2.6.3
scarper,Escape,7.2.6.3
break away,Escape,7.2.6.3
break free,Escape,7.2.6.3
break loose,Escape,7.2.6.3
sneak out,Escape,7.2.6.3
break out,Escape,7.2.6.3
make a break for it,Escape,7.2.6.3
bust out,Escape,7.2.6.3
get away,Escape,7.2.6.3
give someone the slip,Escape,7.2.6.3
throw someone off the scent,Escape,7.2.6.3
slip through someone's fingers,Escape,7.2.6.3
shake off,Escape,7.2.6.3
make a clean getaway,Escape,7.2.6.3
elude,Escape,7.2.6.3
evade,Escape,7.2.6.3
avoid capture,Escape,7.2.6.3
dodge,Escape,7.2.6.3
sidestep,Escape,7.2.6.3
cover your trail/tracks,Escape,7.2.6.3
run away,Escape,7.2.6.3
run off,Escape,7.2.6.3
bolt,Escape,7.2.6.3
run for it,Escape,7.2.6.3
make a run for it,Escape,7.2.6.3
take to your heels,Escape,7.2.6.3
scatter,Escape,7.2.6.3
run for your life,Escape,7.2.6.3
extricate yourself,Escape,7.2.6.3
talk your way out of,Escape,7.2.6.3
get away with,Escape,7.2.6.3
make off with,Escape,7.2.6.3
get someone out,Escape,7.2.6.3
spring,Escape,7.2.6.3
liberate,Escape,7.2.6.3
escape (n),Escape,7.2.6.3
breakout,Escape,7.2.6.3
jailbreak,Escape,7.2.6.3
getaway,Escape,7.2.6.3
prison break,Escape,7.2.6.3
evasion,Escape,7.2.6.3
evacuation,Escape,7.2.6.3
runaway,Escape,7.2.6.3
fugitive,Escape,7.2.6.3
escapee,Escape,7.2.6.3
refugee,Escape,7.2.6.3
escaped,Escape,7.2.6.3
be on the loose,Escape,7.2.6.3
be at large,Escape,7.2.6.3
be on the run,Escape,7.2.6.3
elusive,Escape,7.2.6.3
free,Escape,7.2.6.3
evasive (maneuvers),Escape,7.2.6.3
getaway (car),Escape,7.2.6.3
